Column1,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Services.Tenure in Months,Services.Offer,Services.Internet Type,Services.Premium Tech Support,Services.Streaming TV,Services.Streaming Movies,Services.Contract,Services.Payment Method,Services.Monthly Charge,Services.Total Charges,Services.Total Revenue,Status.Satisfaction Score,Status.Customer Status,Status.Churn Label,Status.Churn Value,Status.Churn Score,Status.CLTV,Status.Churn Category,Status.Churn Reason,Location.Country,Location.State,Location.City,Location.Zip Code,Location.Latitude,Location.Longitude,Population.Population,Age Group,Tenure Group,Churn Risk
2220-IAHLS,1,Female,49,No,No,No,No,0,1,None,None,No,No,No,Month-to-Month,Credit Card,19.4,19.4,22.25,3,Joined,No,0,21,5566,,,United States,California,Modesto,95356,37.716186,-121.025836,26055,46-60,New Customer,Low
4377-VDHYI,1,Male,29,Yes,No,Yes,Yes,3,32,None,Fiber Optic,No,No,Yes,One Year,Bank Withdrawal,90.8,3023.85,4196.65,3,Stayed,No,0,80,2722,,,United States,California,Patterson,95363,37.410236,-121.320337,15536,18-30,Loyal,High
4937-QPZPO,1,Male,62,No,No,Yes,Yes,3,61,None,Fiber Optic,No,Yes,Yes,One Year,Bank Withdrawal,99.9,6241.35,8348.29,5,Stayed,No,0,31,5641,,,United States,California,Snelling,95369,37.521708,-120.426843,1158,60,Long-term,Medium
2925-VDZHY,1,Male,64,No,No,Yes,Yes,2,72,Offer A,DSL,Yes,Yes,Yes,Two Year,Credit Card,88.7,6501.35,8562.71,4,Stayed,No,0,46,4641,,,United States,California,Sonora,95370,37.982716,-120.343732,25340,60,Long-term,Medium
6981-TDRFT,1,Male,25,Yes,No,Yes,Yes,1,44,None,DSL,Yes,Yes,Yes,One Year,Bank Withdrawal,54.3,2317.1,2327.1,5,Stayed,No,0,39,3423,,,United States,California,Soulsbyville,95372,37.990574,-120.261821,1519,18-30,Loyal,Medium
3413-CSSTH,1,Male,40,No,No,No,No,0,41,None,Cable,No,No,No,Month-to-Month,Bank Withdrawal,55.7,2237.55,2508.15,4,Stayed,No,0,26,5590,,,United States,California,Stevinson,95374,37.316807,-120.855753,1960,31-45,Loyal,Low
8033-VCZGH,1,Male,27,Yes,No,Yes,No,0,50,None,Fiber Optic,No,Yes,Yes,One Year,Bank Withdrawal,103.95,5231.3,6395.3,3,Stayed,No,0,42,4363,,,United States,California,Tracy,95376,37.680968,-121.446049,69801,18-30,Long-term,Medium
0224-NIJLP,1,Male,30,No,No,Yes,Yes,3,8,Offer E,None,No,No,No,Two Year,Credit Card,20.15,165.5,188.46,4,Stayed,No,0,32,3899,,,United States,California,Turlock,95380,37.474396,-120.875917,40545,18-30,New Customer,Medium
7542-CYDDM,1,Male,61,No,No,No,No,0,18,None,None,No,No,No,Month-to-Month,Credit Card,20.05,358.5,771.96,3,Stayed,No,0,22,4204,,,United States,California,Turlock,95382,37.529656,-120.854357,24708,60,Growing,Low
4718-WXBGI,1,Male,21,Yes,No,Yes,Yes,1,72,Offer A,Cable,Yes,Yes,Yes,Two Year,Credit Card,91.95,6614.9,8566.1,4,Stayed,No,0,30,4403,,,United States,California,Twain Harte,95383,38.107441,-120.230625,4848,18-30,Long-term,Low
5716-LIBJC,1,Female,29,Yes,No,No,Yes,2,13,Offer D,Fiber Optic,No,Yes,Yes,One Year,Credit Card,104.15,1299.1,1452.21,3,Stayed,No,0,33,2810,,,United States,California,Winton,95388,37.421299,-120.599587,11463,18-30,Growing,Medium
2868-LLSKM,1,Female,50,No,No,Yes,Yes,2,68,Offer A,Fiber Optic,Yes,No,No,One Year,Bank Withdrawal,83.65,5733.4,6770.33,4,Stayed,No,0,43,5958,,,United States,California,Escondido,92027,33.141265,-116.967221,48690,46-60,Long-term,Medium
2988-QRAJY,1,Male,27,Yes,No,No,No,0,69,Offer A,Fiber Optic,No,Yes,Yes,Two Year,Credit Card,110.05,7430.75,7801.58,3,Stayed,No,0,30,5798,,,United States,California,Santa Rosa,95403,38.488431,-122.752839,40270,18-30,Long-term,Low
0071-NDAFP,1,Male,31,No,No,Yes,Yes,3,25,None,None,No,No,No,Two Year,Credit Card,25.5,630.6,1178.43,3,Stayed,No,0,65,5230,,,United States,California,Santa Rosa,95405,38.439696,-122.668817,22250,31-45,Loyal,Medium
7328-ZJAJO,1,Female,19,Yes,No,Yes,Yes,2,59,None,None,No,No,No,Two Year,Credit Card,19.5,1222.65,1783.74,4,Stayed,No,0,64,4579,,,United States,California,Santa Rosa,95409,38.468893,-122.580539,25718,18-30,Long-term,Medium
1090-PYKCI,1,Female,19,Yes,No,Yes,Yes,3,69,Offer A,Fiber Optic,Yes,Yes,No,One Year,Credit Card,105.1,7234.8,8933.18,3,Stayed,No,0,27,4686,,,United States,California,Boonville,95415,39.025867,-123.381544,1374,18-30,Long-term,Low
3058-WQDRE,1,Male,37,No,No,No,No,0,13,Offer D,Cable,No,No,No,Month-to-Month,Bank Withdrawal,25.15,331.85,283.26,5,Stayed,No,0,53,4943,,,United States,California,Branscomb,95417,39.710591,-123.682799,176,31-45,Growing,Medium
2279-AXJJK,1,Male,27,Yes,No,Yes,No,0,52,None,Fiber Optic,Yes,No,Yes,Month-to-Month,Credit Card,95.65,5088.4,5541.48,3,Stayed,No,0,45,4465,,,United States,California,Cazadero,95421,38.578807,-123.19338,1575,18-30,Long-term,Medium
0909-SELIE,1,Male,53,No,No,Yes,No,0,61,None,DSL,Yes,No,Yes,Two Year,Bank Withdrawal,80.8,4860.85,7495.96,4,Stayed,No,0,72,4302,,,United States,California,Clearlake Oaks,95423,39.07116,-122.598542,3684,46-60,Long-term,High
3417-TSCIC,1,Male,19,Yes,No,No,No,0,29,None,DSL,No,No,No,One Year,Credit Card,24.85,788.05,788.05,5,Stayed,No,0,49,4161,,,United States,California,Cloverdale,95425,38.801936,-122.938935,9210,18-30,Loyal,Medium
1042-HFUCW,1,Female,37,No,No,No,Yes,1,25,Offer C,DSL,Yes,No,No,One Year,Credit Card,54.75,1266.35,2248.09,5,Stayed,No,0,50,5136,,,United States,California,Cobb,95426,38.838088,-122.73203,1591,31-45,Loyal,Medium
6537-OTKMY,1,Male,52,No,No,No,No,0,15,Offer D,DSL,No,Yes,Yes,One Year,Bank Withdrawal,50.75,688.2,655.65,5,Stayed,No,0,63,5091,,,United States,California,Covelo,95428,39.83307,-123.178765,2296,46-60,Growing,Medium
8999-EXMNO,1,Female,48,No,No,Yes,Yes,3,19,Offer D,None,No,No,No,Two Year,Credit Card,20.15,387.7,989.88,3,Stayed,No,0,26,4246,,,United States,California,Dos Rios,95429,39.756049,-123.358701,91,46-60,Growing,Low
6725-TPKJO,1,Male,28,Yes,No,No,No,0,44,None,None,No,No,No,Two Year,Credit Card,20.05,845.25,2921.26,3,Stayed,No,0,41,2798,,,United States,California,Duncans Mills,95430,38.445603,-123.063756,187,18-30,Loyal,Medium
7162-WPHPM,1,Male,44,No,No,Yes,Yes,3,58,None,DSL,Yes,No,No,Two Year,Credit Card,71.6,4230.25,6537.77,4,Stayed,No,0,49,4747,,,United States,California,Elk,95432,39.108252,-123.645121,383,31-45,Long-term,Medium
1599-MMYRQ,1,Male,27,Yes,No,Yes,Yes,3,62,None,Fiber Optic,No,No,No,One Year,Credit Card,81.45,4983.05,7428.44,3,Stayed,No,0,66,5179,,,United States,California,Forestville,95436,38.499302,-122.92444,6216,18-30,Long-term,Medium
8821-KVZKQ,1,Female,52,No,No,Yes,Yes,2,70,Offer A,Cable,Yes,Yes,Yes,One Year,Bank Withdrawal,58.4,4113.15,4080.62,5,Stayed,No,0,43,4117,,,United States,California,Fort Bragg,95437,39.455555,-123.683979,14417,46-60,Long-term,Medium
6434-TTGJP,1,Male,49,No,No,Yes,Yes,2,10,Offer D,Cable,Yes,No,Yes,Two Year,Credit Card,53.7,521,498.03,3,Stayed,No,0,48,5671,,,United States,California,Geyserville,95441,38.731771,-123.064272,2349,46-60,New Customer,Medium
0042-JVWOJ,1,Male,64,No,No,No,No,0,26,Offer C,None,No,No,No,One Year,Bank Withdrawal,19.6,471.85,1430.8,4,Stayed,No,0,26,3722,,,United States,California,Glen Ellen,95442,38.368744,-122.522642,4101,60,Loyal,Low
0130-SXOUN,1,Male,55,No,No,No,No,0,66,Offer A,Fiber Optic,No,No,Yes,Month-to-Month,Credit Card,89.4,5976.9,9200.36,3,Stayed,No,0,49,4889,,,United States,California,Glenhaven,95443,39.045246,-122.743181,175,46-60,Long-term,Medium
2330-PQGDQ,1,Male,36,No,No,Yes,Yes,3,51,None,Fiber Optic,Yes,No,No,One Year,Bank Withdrawal,84.2,4299.75,4744.57,5,Stayed,No,0,33,4952,,,United States,California,Gualala,95445,38.848082,-123.50608,1916,31-45,Long-term,Medium
1452-UZOSF,1,Male,31,No,No,Yes,Yes,1,72,Offer A,Fiber Optic,Yes,Yes,No,Two Year,Credit Card,106.1,7548.6,8040.73,3,Stayed,No,0,21,4890,,,United States,California,Guerneville,95446,38.52576,-123.013347,4913,31-45,Long-term,Low
2097-YVPKN,1,Male,56,No,No,No,No,0,65,None,None,No,No,No,Two Year,Credit Card,25.75,1654.75,1931.51,5,Stayed,No,0,73,5707,,,United States,California,Healdsburg,95448,38.618347,-122.908422,17979,46-60,Long-term,High
8597-CTXVJ,1,Male,31,No,No,No,Yes,1,70,None,Cable,Yes,No,No,One Year,Bank Withdrawal,64.95,4551.5,6394.03,4,Stayed,No,0,65,5392,,,United States,California,Jenner,95450,38.505995,-123.187019,438,31-45,Long-term,Medium
6631-HMANX,1,Male,39,No,No,Yes,No,0,72,None,Cable,Yes,Yes,Yes,Two Year,Credit Card,85.45,6227.5,8470.3,4,Stayed,No,0,53,5641,,,United States,California,Kelseyville,95451,38.93496,-122.792243,9902,31-45,Long-term,Medium
9962-BFPDU,1,Female,61,No,No,Yes,Yes,3,1,None,None,No,No,No,Month-to-Month,Credit Card,20.05,20.05,36.07,5,Joined,No,0,52,5811,,,United States,California,Kenwood,95452,38.419525,-122.521585,1653,60,New Customer,Medium
6394-HHHZM,1,Male,27,Yes,No,No,No,0,3,Offer E,None,No,No,No,Month-to-Month,Credit Card,20.7,57.5,172.73,4,Joined,No,0,23,2011,,,United States,California,Little River,95456,39.245911,-123.77214,882,18-30,New Customer,Low
5995-LFTLE,1,Male,39,No,No,No,No,0,58,None,None,No,No,No,Two Year,Credit Card,25.3,1474.35,4303.59,5,Stayed,No,0,30,4477,,,United States,California,Lower Lake,95457,38.925545,-122.549083,2644,31-45,Long-term,Low
0665-XHDJU,1,Male,21,Yes,No,Yes,No,0,72,None,Fiber Optic,No,Yes,Yes,Two Year,Bank Withdrawal,99.4,7285.7,9802.1,5,Stayed,No,0,51,6022,,,United States,California,Monte Rio,95462,38.471049,-123.015549,1537,18-30,Long-term,Medium
8265-HKSOW,1,Female,35,No,No,Yes,Yes,2,72,None,Fiber Optic,Yes,No,Yes,Two Year,Credit Card,107.45,7658.3,8946.38,4,Stayed,No,0,57,4505,,,United States,California,Occidental,95465,38.415003,-122.998726,1880,31-45,Long-term,Medium
3544-FBCAS,1,Female,36,No,No,Yes,Yes,1,72,None,DSL,No,Yes,Yes,Two Year,Credit Card,83.6,5959.3,6883.78,3,Stayed,No,0,67,4116,,,United States,California,Philo,95466,39.094102,-123.500853,1113,31-45,Long-term,Medium
4759-PXTAN,1,Female,34,No,No,Yes,No,0,59,None,DSL,Yes,Yes,Yes,One Year,Bank Withdrawal,80.1,4693.2,5889.13,5,Stayed,No,0,26,4093,,,United States,California,Potter Valley,95469,39.408634,-123.045516,1884,31-45,Long-term,Low
7054-DMVAS,1,Male,47,No,No,No,No,0,54,None,DSL,No,Yes,No,Two Year,Bank Withdrawal,65.3,3512.9,4524.86,3,Stayed,No,0,61,4556,,,United States,California,Redwood Valley,95470,39.298065,-123.25211,5995,46-60,Long-term,Medium
3428-MMGUB,1,Male,34,No,No,No,No,0,60,None,Fiber Optic,No,Yes,No,Two Year,Bank Withdrawal,89.55,5231.2,5657.2,5,Stayed,No,0,74,5874,,,United States,California,Rio Nido,95471,38.522328,-122.97932,298,31-45,Long-term,High
6549-BTYPG,1,Female,19,Yes,No,Yes,No,0,60,None,DSL,Yes,Yes,Yes,Two Year,Credit Card,60.8,3603.45,3603.45,5,Stayed,No,0,80,5784,,,United States,California,Sebastopol,95472,38.398815,-122.861923,31266,18-30,Long-term,High
7823-JSOAG,1,Male,39,No,No,No,No,0,3,None,Fiber Optic,No,No,No,Month-to-Month,Bank Withdrawal,74.5,217.45,238.36,3,Joined,No,0,36,5203,,,United States,California,Sonoma,95476,38.25485,-122.461799,34314,31-45,New Customer,Medium
3705-RHRFR,1,Female,52,No,No,Yes,No,0,69,None,Fiber Optic,No,Yes,Yes,Two Year,Bank Withdrawal,99.15,6875.35,10004.5,3,Stayed,No,0,45,5031,,,United States,California,Ukiah,95482,39.134075,-123.23422,30988,46-60,Long-term,Medium
9374-YOLBJ,1,Female,29,Yes,No,Yes,Yes,5,1,Offer E,None,No,No,No,Month-to-Month,Bank Withdrawal,19.25,19.25,44.35,4,Joined,No,0,27,2053,,,United States,California,Upper Lake,95485,39.220368,-122.907693,2344,18-30,New Customer,Low
9074-KGVOX,1,Male,44,No,No,Yes,Yes,3,50,None,DSL,No,Yes,No,Month-to-Month,Credit Card,39.45,2021.35,2021.35,3,Stayed,No,0,27,6018,,,United States,California,Westport,95488,39.724433,-123.767578,309,31-45,Long-term,Low
6128-DAFVY,1,Female,58,No,No,No,No,0,56,None,DSL,No,Yes,Yes,Month-to-Month,Credit Card,44.85,2564.95,2564.95,5,Stayed,No,0,27,4021,,,United States,California,Willits,95490,39.492046,-123.375818,13472,46-60,Long-term,Low
9933-QRGTX,1,Female,59,No,No,Yes,No,0,60,None,Fiber Optic,Yes,Yes,Yes,Two Year,Bank Withdrawal,97.2,5611.75,7561.75,4,Stayed,No,0,48,4905,,,United States,California,Windsor,95492,38.527297,-122.810044,23701,46-60,Long-term,Medium
5066-GFJMM,1,Female,55,No,No,Yes,No,0,3,Offer E,None,No,No,No,Month-to-Month,Credit Card,19.9,45.75,169.83,5,Joined,No,0,48,3716,,,United States,California,Eureka,95501,40.796621,-124.15428,23224,46-60,New Customer,Medium
2661-GKBTK,1,Male,39,No,No,Yes,Yes,3,60,None,DSL,Yes,Yes,Yes,Two Year,Bank Withdrawal,76.95,4543.95,6175.95,4,Stayed,No,0,52,5053,,,United States,California,Eureka,95503,40.737431,-124.108897,23570,31-45,Long-term,Medium
0458-HEUZG,1,Female,58,No,No,No,No,0,13,Offer D,Cable,Yes,No,No,Two Year,Credit Card,35.4,450.4,550.4,3,Stayed,No,0,69,3239,,,United States,California,Alderpoint,95511,40.166028,-123.584144,261,46-60,Growing,Medium
7268-WNTCP,1,Male,45,No,No,Yes,Yes,2,62,None,None,No,No,No,Two Year,Bank Withdrawal,20.45,1297.35,1413.29,4,Stayed,No,0,21,5746,,,United States,California,Blocksburg,95514,40.309088,-123.668201,199,31-45,Long-term,Low
0824-VWDPO,1,Female,58,No,No,No,No,0,45,None,Fiber Optic,No,No,Yes,One Year,Bank Withdrawal,96.75,4442.75,4513.4,4,Stayed,No,0,73,3682,,,United States,California,Mckinleyville,95519,40.965011,-124.015255,15921,46-60,Loyal,High
8409-WQJUX,1,Female,37,No,No,No,No,0,25,Offer C,Cable,Yes,Yes,Yes,One Year,Bank Withdrawal,54.2,1423.15,1423.15,3,Stayed,No,0,24,4458,,,United States,California,Arcata,95521,40.839958,-124.003757,19596,31-45,Loyal,Low
2578-JQPHZ,1,Male,30,No,No,No,No,0,44,Offer B,Fiber Optic,Yes,Yes,Yes,Two Year,Bank Withdrawal,100.1,4378.35,6532.15,3,Stayed,No,0,68,4025,,,United States,California,Bayside,95524,40.825486,-124.049485,1689,18-30,Loyal,Medium
3278-FSIXX,1,Female,34,No,No,No,No,0,2,Offer E,Cable,No,No,No,Month-to-Month,Credit Card,45.25,74.2,153.2,3,Joined,No,0,27,5441,,,United States,California,Blue Lake,95525,40.94338,-123.831799,1584,31-45,New Customer,Low
9746-UGFAC,1,Female,50,No,No,No,No,0,22,Offer D,None,No,No,No,One Year,Bank Withdrawal,20.85,450.65,676.15,5,Stayed,No,0,67,3171,,,United States,California,Carlotta,95528,40.497283,-123.93037,1072,46-60,Growing,Medium
2946-KIQSP,1,Female,59,No,No,No,No,0,35,Offer C,Cable,Yes,No,No,Month-to-Month,Credit Card,33.45,1175.85,1205.85,5,Stayed,No,0,66,2553,,,United States,California,Fallbrook,92028,33.362575,-117.299644,42239,46-60,Loyal,Medium
0625-AFOHS,1,Female,40,No,No,Yes,Yes,1,29,Offer C,None,No,No,No,Two Year,Credit Card,20.2,558.8,1557.56,3,Stayed,No,0,69,2784,,,United States,California,Ferndale,95536,40.4785,-124.301372,2965,31-45,Loyal,Medium
4636-OLWOE,1,Male,20,Yes,No,No,Yes,2,54,Offer B,Cable,Yes,No,No,One Year,Bank Withdrawal,61,3283.05,3507.69,4,Stayed,No,0,56,5594,,,United States,California,Fortuna,95540,40.584991,-124.121504,12241,18-30,Long-term,Medium
4685-ERGHK,1,Male,45,No,No,No,No,0,57,Offer B,Fiber Optic,No,Yes,No,One Year,Bank Withdrawal,86.9,4939.25,6995.81,5,Stayed,No,0,71,6109,,,United States,California,Gasquet,95543,41.867908,-123.794144,532,31-45,Long-term,High
0885-HMGPY,1,Male,55,No,No,No,No,0,62,Offer B,Cable,Yes,No,No,Two Year,Bank Withdrawal,69.4,4237.5,6787.56,3,Stayed,No,0,67,6469,,,United States,California,Honeydew,95545,40.342928,-124.063329,82,46-60,Long-term,Medium
5003-OKNNK,1,Female,44,No,No,Yes,Yes,3,15,Offer D,None,No,No,No,One Year,Credit Card,20.35,335.95,1035.55,3,Stayed,No,0,68,3205,,,United States,California,Hoopa,95546,41.163637,-123.704841,3041,31-45,Growing,Medium
7208-PSIHR,1,Female,50,No,No,Yes,No,0,70,None,Fiber Optic,Yes,Yes,Yes,Two Year,Bank Withdrawal,104.3,7188.5,7600.7,4,Stayed,No,0,70,5583,,,United States,California,Klamath,95548,41.572813,-124.035011,1215,46-60,Long-term,Medium
4012-ZTHBR,1,Female,33,No,No,Yes,Yes,2,21,Offer D,Cable,No,No,No,Month-to-Month,Bank Withdrawal,44.95,926.25,1744.2,5,Stayed,No,0,54,3752,,,United States,California,Kneeland,95549,40.664483,-123.865325,264,31-45,Growing,Medium
0489-WMEMG,1,Female,61,No,No,No,Yes,3,23,Offer D,Cable,Yes,No,No,One Year,Bank Withdrawal,49.45,1119.35,1713.9,3,Stayed,No,0,70,5237,,,United States,California,Korbel,95550,40.7666,-123.80458,155,60,Growing,Medium
7435-ZNUYY,1,Male,24,Yes,No,No,No,0,6,Offer E,None,No,No,No,One Year,Credit Card,20.6,116.6,189.62,3,Stayed,No,0,20,4439,,,United States,California,Loleta,95551,40.665952,-124.240051,1447,18-30,New Customer,Low
1354-YZFNB,1,Male,53,No,No,Yes,Yes,3,4,Offer E,None,No,No,No,Two Year,Credit Card,19.55,68.8,185.16,4,Stayed,No,0,57,5573,,,United States,California,Mad River,95552,40.390301,-123.412327,265,46-60,New Customer,Medium
2985-FMWYF,1,Female,46,No,No,No,No,0,23,Offer D,Fiber Optic,No,Yes,Yes,Month-to-Month,Bank Withdrawal,93.5,2341.55,2758.31,3,Stayed,No,0,73,4861,,,United States,California,Myers Flat,95554,40.267158,-123.805913,644,46-60,Growing,High
2812-ENYMO,1,Male,22,Yes,No,No,No,0,26,Offer C,Cable,Yes,Yes,Yes,One Year,Credit Card,54.55,1362.85,1362.85,4,Stayed,No,0,54,4296,,,United States,California,Orick,95555,41.336354,-124.044354,494,18-30,Loyal,Medium
2717-HVIZY,1,Female,24,Yes,No,No,Yes,2,8,Offer E,None,No,No,No,Month-to-Month,Credit Card,20.05,163.6,288.88,4,Stayed,No,0,32,2675,,,United States,California,Orleans,95556,41.269521,-123.546958,574,18-30,New Customer,Medium
3422-GALYP,1,Male,20,Yes,No,No,No,0,2,Offer E,Fiber Optic,No,No,No,Month-to-Month,Bank Withdrawal,79.45,145.15,202.37,4,Joined,No,0,65,2657,,,United States,California,Phillipsville,95559,40.184094,-123.745487,163,18-30,New Customer,Medium
2890-WFBHU,1,Female,26,Yes,No,No,No,0,59,Offer B,DSL,Yes,No,Yes,One Year,Credit Card,79.85,4786.1,4900.56,3,Stayed,No,0,64,6041,,,United States,California,Salyer,95563,40.89866,-123.539754,660,18-30,Long-term,Medium
0327-WFZSY,1,Male,62,No,No,Yes,Yes,3,39,Offer C,Fiber Optic,No,Yes,Yes,One Year,Bank Withdrawal,100,3835.55,4509.86,3,Stayed,No,0,64,5434,,,United States,California,Samoa,95564,40.809636,-124.189977,395,60,Loyal,Medium
7977-HXJKU,1,Male,45,No,No,No,Yes,2,21,Offer D,None,No,No,No,Two Year,Credit Card,19.6,397,976.6,3,Stayed,No,0,46,2447,,,United States,California,Scotia,95565,40.440636,-124.098739,1125,31-45,Growing,Medium
7033-CLAMM,1,Female,60,No,No,Yes,Yes,2,48,Offer B,None,No,No,No,Two Year,Bank Withdrawal,20.2,1027.25,1921.97,5,Stayed,No,0,33,3828,,,United States,California,Somes Bar,95568,41.444606,-123.471895,202,46-60,Loyal,Medium
0864-FVJNJ,1,Female,63,No,No,Yes,Yes,1,64,Offer B,Fiber Optic,Yes,Yes,Yes,One Year,Bank Withdrawal,113.35,7222.75,7679.87,3,Stayed,No,0,20,4952,,,United States,California,Trinidad,95570,41.162295,-124.027381,2369,60,Long-term,Low
7356-IWLFW,1,Male,43,No,No,Yes,Yes,1,46,Offer B,Fiber Optic,No,No,No,Month-to-Month,Bank Withdrawal,80,3769.7,4023.62,5,Stayed,No,0,51,3315,,,United States,California,Weott,95571,40.310119,-123.909449,270,31-45,Loyal,Medium
9541-PWTWO,1,Female,32,No,No,No,No,0,52,Offer B,DSL,Yes,Yes,Yes,Two Year,Bank Withdrawal,80.95,4233.95,6246.87,5,Stayed,No,0,28,4924,,,United States,California,Willow Creek,95573,40.949012,-123.655847,1666,31-45,Long-term,Low
3967-VQOGC,1,Female,54,No,No,Yes,Yes,1,67,None,None,No,No,No,Two Year,Credit Card,24.9,1680.25,2848.06,5,Stayed,No,0,59,5847,,,United States,California,Leggett,95585,39.873371,-123.741474,321,46-60,Long-term,Medium
6308-CQRBU,1,Female,32,No,No,Yes,No,0,71,None,Fiber Optic,Yes,Yes,Yes,Two Year,Bank Withdrawal,109.25,7707.7,9822.08,3,Stayed,No,0,42,5044,,,United States,California,Zenia,95595,40.170357,-123.417298,259,31-45,Long-term,Medium
0186-CAERR,1,Male,22,Yes,No,No,No,0,71,None,Fiber Optic,Yes,Yes,Yes,One Year,Bank Withdrawal,116.3,8309.55,8514.03,4,Stayed,No,0,59,4644,,,United States,California,Auburn,95603,38.912881,-121.082766,24944,18-30,Long-term,Medium
3043-SUDUA,1,Female,35,No,No,No,No,0,32,Offer C,None,No,No,No,Month-to-Month,Bank Withdrawal,19.9,601.55,1098.51,3,Stayed,No,0,29,4374,,,United States,California,West Sacramento,95605,38.592745,-121.540036,12756,31-45,Loyal,Low
5442-BHQNG,1,Female,32,No,No,No,No,0,2,None,Fiber Optic,No,No,No,Month-to-Month,Bank Withdrawal,70.35,139.25,228.79,5,Joined,No,0,73,3430,,,United States,California,Brooks,95606,38.809804,-122.241383,382,31-45,New Customer,High
2169-RRLFW,1,Female,48,No,No,Yes,No,0,71,None,None,No,No,No,Two Year,Credit Card,25.6,1888.25,2682.03,5,Stayed,No,0,68,5063,,,United States,California,Capay,95607,38.681651,-122.130569,262,46-60,Long-term,Medium
5872-OEQNH,1,Female,29,Yes,No,No,No,0,60,Offer B,DSL,No,No,Yes,One Year,Bank Withdrawal,44.45,2773.9,2773.9,4,Stayed,No,0,48,4928,,,United States,California,Carmichael,95608,38.626128,-121.328011,58830,18-30,Long-term,Medium
8873-GLDMH,1,Female,45,No,No,No,No,0,6,None,Fiber Optic,No,No,No,Month-to-Month,Credit Card,73.85,401.3,567.44,4,Stayed,No,0,76,4220,,,United States,California,Courtland,95615,38.311609,-121.554034,699,31-45,New Customer,High
5696-JVVQY,1,Female,56,No,No,Yes,Yes,3,48,Offer B,DSL,No,No,Yes,Two Year,Credit Card,70.1,3238.4,3482,4,Stayed,No,0,27,5476,,,United States,California,Davis,95616,38.508735,-121.678813,67411,46-60,Loyal,Low
8946-BFWSG,1,Male,19,Yes,No,Yes,Yes,3,63,Offer B,None,No,No,No,Two Year,Credit Card,25.25,1573.05,3116.55,5,Stayed,No,0,39,6245,,,United States,California,Davis,95618,38.544002,-121.685559,648,18-30,Long-term,Medium
0547-HURJB,1,Male,19,Yes,No,No,Yes,2,12,Offer D,None,No,No,No,Month-to-Month,Credit Card,21.05,235.8,468.36,3,Stayed,No,0,70,4001,,,United States,California,Dixon,95620,38.392821,-121.799917,18529,18-30,New Customer,Medium
8845-LWKGE,1,Female,56,No,No,Yes,Yes,1,30,Offer C,Cable,Yes,Yes,No,One Year,Bank Withdrawal,64.5,1985.15,3087.35,5,Stayed,No,0,60,2215,,,United States,California,El Dorado,95623,38.63153,-120.842609,4097,46-60,Loyal,Medium
0691-NIKRI,1,Female,41,No,No,No,No,0,40,Offer B,Fiber Optic,Yes,Yes,Yes,One Year,Credit Card,105.95,4335.2,5004.4,5,Stayed,No,0,31,3784,,,United States,California,Elverta,95626,38.734997,-121.463719,6197,31-45,Loyal,Medium
5022-JNQEQ,1,Female,39,No,No,Yes,Yes,1,9,None,Fiber Optic,Yes,No,No,Month-to-Month,Bank Withdrawal,75.85,647.5,720.4,5,Stayed,No,0,51,4843,,,United States,California,Esparto,95627,38.834469,-122.127193,2756,31-45,New Customer,Medium
3249-VHRIP,1,Female,38,No,No,No,No,0,62,Offer B,Cable,No,No,Yes,Two Year,Credit Card,43.6,2748.7,2748.7,4,Stayed,No,0,53,4507,,,United States,California,Fiddletown,95629,38.513484,-120.704613,850,31-45,Long-term,Medium
3736-BLEPA,1,Male,50,No,No,No,No,0,28,Offer C,Fiber Optic,Yes,Yes,No,One Year,Bank Withdrawal,91.25,2483.65,2866.97,5,Stayed,No,0,41,2886,,,United States,California,Folsom,95630,38.672638,-121.147403,51855,46-60,Loyal,Medium
4701-LKOZD,1,Female,64,No,No,No,No,0,70,None,Cable,Yes,Yes,Yes,Two Year,Credit Card,89.75,6367.2,8544.3,4,Stayed,No,0,78,5150,,,United States,California,Foresthill,95631,39.031876,-120.811141,5714,60,Long-term,High
